id	KL_value
2598	-11.724874436661542
2599	-56.78812510222589
2600	-39.95687978536331
2601	-31.85638644028362
2602	-55.75135213080124
2603	-52.57571180451429
2604	-38.068697423111644
2605	-29.88868241976709
2606	-57.85563497830752
2607	-56.580786767201516
2608	-42.66883093098107
2609	-16.594384516543503
2610	-47.94564022270249
2611	-48.22472773576683
2612	-49.3285272505171
2613	-27.273558661607723
2614	-20.766142747884103
2615	-43.42647698238287
2616	-32.724613747508556
2617	-12.87285095150828
2618	-37.29978867751245
2619	-18.810498012697234
2620	-2.878768811782262
2621	-40.55234326634255
2622	-52.86997790560859
2623	-48.00586147981723
2624	-27.05167172514545
2625	-37.90187000490775
2626	-10.976489021724522
2627	-50.99738510737397
2628	-56.053397035081254
2629	-53.76305824171324
2630	9.720550154866302
2631	1.9043574638439327
2632	-26.938073532421758
2633	-29.31588260235984
2634	-49.59394564249715
2635	-21.30533149597491
2636	-33.45458759294047
2637	-1.068402893224777
2638	10.373064521927862
2639	-0.15637652399099
2640	-36.54972599345298
2641	-40.7699696183522
2642	-17.015574470453302
2643	-8.996362119478032
2644	-42.97514438666199
2645	-35.959351671681915
2646	-35.03775727037656
2647	-21.931707256110183
2648	-31.454442551989445
2649	-12.543716815452374
2650	-18.22703580341026
2651	-2.20146411466016
2652	9.804114670718848
2653	-6.1771528879427375
2654	-22.85720259242323
2655	-31.112118330396395
2656	-31.178397411447456
2657	-10.778166759357118
2658	-19.325117160594083
2659	0.6161896358355339
2660	-47.62838006033227
2661	-13.294635147385149
2662	-0.49013194526856185
2663	-29.740952844728227
2664	-10.177932070210034
2665	-25.421502219281756
2666	-38.08528738184185
2667	-27.243649073717926
2668	-48.38846660562339
2669	-31.3508818553476
2670	-33.99627094491282
2671	-36.79535284038187
2672	-62.33659035951004
2673	-4.085029494598137
2674	-38.98014878788601
2675	-25.87507963826924
2676	-16.050473946406406
2677	-25.765137753517106
2678	-43.54179692192358
2679	-21.920275101420152
2680	1.4714266132624374
2681	-37.223165512030604
2682	-20.086982887507244
2683	-33.47709768975019
2684	-19.5139681255813
2685	-1.4036030251844158
2686	-35.097650262099236
2687	-43.04142073753147
2688	-17.34261253241417
2689	-48.6530871473774
2690	-38.634361396248856
2691	-5.505710865922939
2692	-35.6778532086593
2693	-29.143677328266506
2694	-19.72570162110013
2695	-23.600767591985303
2696	-20.507754637714932
2697	-47.64027352140477
2698	-38.890457302563775
2699	-28.381178603400052
2700	-64.84391198945784
2701	-36.00951836665179
2702	-45.915961944928625
2703	-45.54821584874998
2704	-32.16279045336809
2705	-10.760582983231565
2706	-11.522840540542184
2707	-78.8679007674547
2708	-41.640049751559346
2709	-53.86416684632877
2710	-44.357591991810374
2711	-43.52165396911397
2712	-67.74371980916644
2713	-25.695691067119455
2714	-48.97066061453299
2715	-35.0613812157374
2716	-40.57059805316234
2717	-3.6385420145001284
2718	-48.06544123493727
2719	-26.32711302111336
2720	-23.139446685377347
2721	-28.07350659512567
2722	-24.755408067617772
2723	-46.84516952511578
2724	-20.428619298163625
2725	-67.71479455074984
2726	-31.49931804649217
2727	12.878747937985747
2728	-28.082201349111998
2729	-8.439868163708764
2730	-27.124645951222995
2731	-52.14027418271641
2732	-51.73170871771333
2733	-56.23414957476778
2734	-13.722579248683111
2735	-46.77836012169074
2736	-51.100718143048844
2737	-44.143657938718505
2738	-34.876191584523795
2739	-25.07194148006886
2740	-47.82855828269004
2741	-30.44038403738092
2742	-56.01041956707435
2743	-18.018637394572117
2744	-54.12306414672735
2745	-19.775009237185248
2746	-32.55427697738072
2747	18.746070471133926
2748	-16.118320832107752
2749	-47.42001955290167
2750	-25.575388568955265
2751	-3.9763270037619236
2752	-22.768906647375452
2753	-57.01263666447868
2754	-37.72285136059218
2755	-46.18612300822737
2756	-32.18029444902936
2757	-3.2303289061490967
2758	-32.725187526634066
2759	9.908534221792586
2760	-18.067725138778588
2761	-20.334208607516402
2762	-23.710252249588997
2763	-41.56024339445195
2764	-18.333643430943194
2765	-46.99363259746599
2766	-43.78681502354941
2767	-50.87217024479203
2768	-11.220394976413235
2769	-14.758870780483633
2770	-12.856014922429637
2771	-40.4108379625407
2772	-7.594110775922082
2773	-17.37868505537972
2774	-27.584425055169138
2775	-11.576053777193017
2776	-28.668360868391947
2777	-28.508876426413153
2778	-42.27577768413643
2779	-10.80688901379934
2780	-12.227678334714854
2781	-13.784844052110175
2782	-24.759089082886184
2783	-21.939023083927772
2784	-45.338882224367374
2785	-47.922994364450616
2786	-30.550628442880736
2787	18.915742660966973
2788	13.872167754542568
2789	-37.86363781811107
2790	-14.281210502003146
2791	-38.49688018258249
2792	-43.581468265082066
2793	-14.11831510019869
2794	-35.762867237001984
2795	-17.59656485897477
2796	-12.18188698427408
2797	-23.482508900596883
2798	-58.67786067069362
2799	-14.993164090145825
2800	-23.995689718273486
2801	-36.781968559702506
2802	-36.664354871533014
2803	-17.348816155428295
2804	-28.71551542762333
2805	-15.347769823577297
2806	-16.92474157623216
2807	-20.31988491057796
2808	-33.80859447154705
2809	-25.437595999648703
2810	-34.21149964363763
2811	-11.092900017392918
2812	-21.933719200782882
2813	-23.533449575192932
2814	-1.8662834976955964
2815	-60.6031767300954
2816	-21.483066053171083
2817	-45.00751399686526
2818	-1.5022365571073486
2819	2.601060084471751
2820	-31.73655994344803
2821	-61.46108112032883
2822	-18.68957102090185
2823	-15.417366351962492
2824	-24.833745265074768
2825	0.7511287995894222
2826	-29.75014544801632
2827	2.7189634515728773
2828	6.035756003365268
2829	-29.16303175874262
2830	-49.34145924946158
2831	-50.492058517307356
2832	-50.90710912472595
2833	-36.79469559328222
2834	-25.270543565805454
2835	-48.119959796293415
2836	-26.439847911834377
2837	-29.451411422041666
2838	-33.24873904289125
2839	-34.42297844339291
2840	-27.274826894480917
2841	-18.435337319841636
2842	-63.49034623733076
2843	-11.856398438405755
2844	-1.7609568767766095
2845	-56.696105265605645
2846	-25.47635186330777
2847	-20.413885731865626
2848	-29.55218385706266
2849	-25.889891475549614
2850	-9.835089732410378
2851	-39.321142098802625
2852	-6.99864044974615
2853	-7.190765613352009
2854	-43.60102475870192
2855	-17.989075850863895
2856	-18.73048790446668
2857	-2.2322422704323235
2858	-13.179746227199576
2859	0.7577789825138943
2860	-57.087332704098884
2861	-49.23522702858763
2862	-15.039310754631277
2863	-36.78460741504064
2864	1.9921398598452058
2865	-22.15717105557091
2866	-32.03370618044648
2867	-7.640691562513362
2868	-49.79382878983499
2869	-45.61592406725403
2870	-37.27779765322538
2871	-51.517820628628016
2872	-32.166278081867375
2873	9.687339278895529
2874	-36.40334871307885
2875	-37.25975933418503
2876	-17.645971269338528
2877	-16.42802919048297
2878	-30.69050952629715
2879	-25.322731919626335
2880	-35.157170592112955
2881	-24.917988729628856
2882	20.33422173487836
2883	-41.71469880762
2884	-37.188111033808845
2885	-33.87333981581247
2886	-42.321735124691365
2887	-50.22311809693895
2888	-58.18093418830755
2889	-62.731452006516456
2890	-37.099258825045766
2891	-57.84844539962984
2892	-25.152676554960678
2893	-6.539007289845461
2894	-57.44398935089132
2895	-7.1479163552524465
2896	-11.323081816368287
2897	1.690760349209187
2898	-27.81232167845658
2899	-55.41816139153299
2900	-18.811008545136655
2901	-15.136414799267362
2902	-34.787957249169345
2903	-14.241480308000904
2904	-27.648129860470036
2905	-31.812125746534427
2906	-58.91784907536479
2907	-42.44392476124989
2908	-15.93739459859386
2909	-36.45513968635718
2910	-30.979783417527294
2911	-26.79399683164906
2912	7.031485201755309
2913	-17.95321764149863
2914	-9.117728605706224
2915	-29.962461879514485
2916	-7.489893071498916
2917	-35.26400465265503
2918	-44.15746984593814
2919	-15.278359716459393
2920	-41.08117573303727
2921	-32.13126992561365
2922	-35.85717923756886
2923	-16.874750484566782
2924	-41.31090127391343
2925	-39.1026013386972
2926	-43.76606608950939
2927	-36.718813668850714
2928	-26.541883285043017
2929	-7.348786708993684
2930	-24.025967942032
2931	-27.033825069511547
2932	-31.73149142808146
2933	-22.768700963343164
2934	-45.123658316046544
2935	-41.5407155036995
2936	-39.815801379383124
2937	-14.031734922987939
2938	-28.849273846440617
2939	-28.230921530315914
2940	-40.98316209351441
2941	-26.14169886355478
2942	-27.11252690126991
2943	11.321432362108215
2944	-5.305494469597142
2945	-38.242546203285656
2946	-56.57863872074453
2947	-20.200775844775457
2948	-38.954650627395935
2949	-22.914214555186238
2950	-21.862321548115972
2951	-33.03642545413146
2952	-24.496537103694354
2953	-36.83184656750638
2954	-57.7565420066161
2955	-18.863557298970235
2956	-50.252433183631084
2957	-41.9526377893382
2958	-54.88416443133225
2959	-7.593378925345299
2960	-35.954508741875465
2961	-15.68819375129214
2962	-24.141775757708146
2963	-15.783141211569257
2964	-57.624545117407536
2965	-20.91677131043376
2966	-56.91690639398722
2967	-25.266223243616142
2968	-67.12103156325563
2969	-44.29880217380895
2970	-50.34649628192661
2971	-34.61292849368051
2972	-56.84660427380517
2973	9.443827276736988
2974	12.991883541322698
2975	-35.99978994460935
2976	-23.073477754868886
2977	-36.39116231039293
2978	-35.72432269165285
2979	-5.014001802261625
2980	-7.652088335426887
2981	-31.548743113853757
2982	-30.019734828966005
2983	-33.824755658508394
2984	-37.769542039610215
2985	-26.121064284232258
2986	-21.96254401917618
2987	-30.934903201977832
2988	-39.72487602664258
2989	-21.528427370408806
2990	-42.892679720744916
2991	-45.936925140455294
2992	-23.080704970528636
2993	-24.79206572094059
2994	-19.677824161230575
2995	27.912762712687496
2996	-3.0775557096445976
2997	-24.42798199337924
2998	-51.39759915240039
2999	-20.83931065746444
3000	-26.294127746765945
3001	-28.875506776672832
3002	-46.76054417084991
3003	-38.98243927442885
3004	-50.64765842734491
3005	-42.349940693401976
3006	-31.099279278599308
3007	-59.45392716404737
3008	-18.12294719511376
3009	-1.8527395485807192
3010	-21.14356535181755
3011	-32.725595160609494
3012	-14.890521839357838
3013	-54.42491423885271
3014	-24.275655511807095
3015	-35.52290992245685
3016	-41.62871263686379
